# Study Name: Ahlam-biopsies
# Study Description: 
# Study Comments: 
# Created By: GUEST
# Last Modified Date/Time: 09-20-2017 13:12:52 CEST
# Number of Experiments in Study: 26
# Instrument Type in the Study: QuantStudio™ 12K Flex Real-Time PCR System
# Barcode: 80004882 80004552 80004551 80004550 80004888 80004887 80004886 80004884 80004885 80004883 80004554 80004553 80004555 80004872 80004870 80004559 80004558 80004557 80004556 80004873 80004871 80004879 80004878 80004877 80004876 80004875 
# Normalization Method: Endogenous Control = [YWHAZ]
# Reference Biological Group: 0
# Max CT: 40.0
# Efficiency: [PYCRL = 100.0%  INADL = 100.0%  YWHAZ = 100.0%  ALDH18A1 = 100.0%  IL8 = 100.0%  PRODH_933 = 100.0%  DUSP8_712 = 100.0%  ABP1-AOC1 = 100.0%  FAM3A = 100.0%  IL15_562 = 100.0%  HPRT1 = 100.0%  GUSB_627 = 100.0%  PYCR1 = 100.0%  LAMB3 = 100.0%  DUSP3 = 100.0%  PYCR2 = 100.0%  DUSP1 = 100.0%  MGAM = 100.0%  GALC = 100.0%  TGM2 = 100.0%  IL15RA = 100.0%  TGFA = 100.0%  IL16_716 = 100.0%  TRAF6 = 100.0%]
# RQ Min/Max Calculation: Confidence Level = 95.0% 

Biological Group Name	Sample Name	Target Name	Amp Score	Cq Conf	Ct	Ct Mean	Adjusted Ct Mean	dCt Mean	dCt SE	RQ	RQ Min	RQ Max	P-Value	Auto Threshold	Threshold	Auto Baseline	Baseline Start	Baseline End	Omit
0	10175	DUSP8_712	0.000	0.000	Undetermined	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	39	True
0	10175	DUSP8_712	0.000	0.000	Undetermined	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	39	True
0	10030	ALDH18A1	1.033	0.973	25.999	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	22	
0	10030	ALDH18A1	1.060	0.916	26.240	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	23	
0	10165	GALC	1.120	0.991	26.552	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10165	GALC	1.135	0.991	26.418	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10213	HPRT1	0.738	0.929	34.771	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	31	
0	10213	HPRT1	0.968	0.965	31.975	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	29	
0	10174	GALC	1.102	0.987	25.573	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	22	
0	10174	GALC	0.980	0.900	26.598	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10175	GALC	1.094	0.988	27.359	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10175	GALC	1.127	0.992	27.337	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10214	HPRT1	0.000	0.000	Undetermined	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	39	True
0	10214	HPRT1	0.910	0.961	35.888	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	33	
0	10179	DUSP8_712	0.000	0.000	Undetermined	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	39	True
0	10179	DUSP8_712	0.000	0.000	Undetermined	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	39	True
0	10172	GALC	1.134	0.988	26.864	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10172	GALC	1.143	0.993	26.737	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10211	HPRT1	0.944	0.980	28.696	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10211	HPRT1	0.968	0.987	28.806	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10173	GALC	1.133	0.995	25.785	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10173	GALC	1.159	0.995	25.659	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10178	DUSP8_712	0.664	0.845	33.329	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	29	
0	10178	DUSP8_712	0.884	0.965	29.351	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	26	
0	10170	GALC	1.160	0.993	27.632	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10170	GALC	1.158	0.993	27.932	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10171	GALC	1.111	0.988	28.049	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10171	GALC	1.106	0.989	28.477	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10210	HPRT1	0.837	0.885	27.939	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10210	HPRT1	0.866	0.980	27.645	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10038	ALDH18A1	0.866	0.964	30.030	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	26	
0	10038	ALDH18A1	0.905	0.961	30.112	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	26	
0	10039	ALDH18A1	1.044	0.949	25.676	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	22	
0	10039	ALDH18A1	1.053	0.987	25.652	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	22	
0	10118	PYCRL	1.276	0.992	30.645	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10118	PYCRL	1.274	0.986	30.585	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10119	PYCRL	1.243	0.982	33.441	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	29	
0	10119	PYCRL	0.000	0.000	Undetermined	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	39	True
0	10113	PYCRL	1.252	0.987	30.438	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	27	
0	10113	PYCRL	1.258	0.994	29.985	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10115	PYCRL	1.264	0.989	31.122	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	27	
0	10115	PYCRL	1.286	0.989	32.875	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	29	
0	10152	PYCRL	1.276	0.988	28.894	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10152	PYCRL	1.279	0.993	29.173	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10151	PYCRL	1.321	0.988	29.578	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10151	PYCRL	1.329	0.994	29.316	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10150	PYCRL	1.231	0.989	29.115	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10150	PYCRL	1.256	0.952	28.329	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10154	PYCRL	1.263	0.993	27.351	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	23	
0	10154	PYCRL	1.267	0.994	27.941	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	24	
0	10153	PYCRL	1.287	0.990	27.917	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	24	
0	10153	PYCRL	1.285	0.994	27.906	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	24	
0	10249	HPRT1	0.000	0.000	Undetermined	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	39	True
0	10249	HPRT1	0.879	0.970	27.240	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10199	GALC	1.120	0.991	28.098	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10199	GALC	1.108	0.953	28.243	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10248	HPRT1	0.900	0.973	27.074	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10248	HPRT1	0.927	0.970	27.031	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10243	HPRT1	0.920	0.974	31.686	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	29	
0	10243	HPRT1	0.941	0.978	31.216	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	28	
0	10009	ALDH18A1	1.062	0.984	30.209	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	27	
0	10009	ALDH18A1	1.060	0.981	30.359	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	27	
0	10244	HPRT1	0.896	0.965	30.020	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	27	
0	10244	HPRT1	0.922	0.974	29.498	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	26	
0	10246	HPRT1	0.905	0.969	26.914	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10246	HPRT1	0.889	0.973	27.098	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10149	PYCRL	1.195	0.985	32.012	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	28	
0	10149	PYCRL	1.179	0.964	30.747	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	27	
0	10147	PYCRL	1.255	0.990	29.069	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10147	PYCRL	1.244	0.978	29.332	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10191	DUSP8_712	1.004	0.979	31.062	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	28	
0	10191	DUSP8_712	0.999	0.984	30.789	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	28	
0	10141	PYCRL	1.235	0.989	30.255	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10141	PYCRL	1.218	0.955	30.831	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	27	
0	10140	PYCRL	1.274	0.991	29.056	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10140	PYCRL	1.227	0.970	29.422	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10143	PYCRL	1.230	0.988	30.086	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10143	PYCRL	1.197	0.934	30.320	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10142	PYCRL	1.274	0.992	30.829	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	27	
0	10142	PYCRL	1.270	0.992	30.509	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10145	PYCRL	Undetermined	Undetermined	Undetermined	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	-1	-1	True
0	10145	PYCRL	0.000	0.000	Undetermined	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	39	True
0	10144	PYCRL	1.148	0.976	36.060	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	32	
0	10144	PYCRL	1.261	0.984	33.063	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	29	
0	10199	DUSP8_712	0.000	0.000	Undetermined	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	39	True
0	10199	DUSP8_712	0.000	0.000	Undetermined	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	39	True
0	10189	GALC	1.143	0.981	26.065	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10189	GALC	1.156	0.974	26.131	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10188	GALC	1.113	0.983	27.581	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10188	GALC	1.119	0.984	27.731	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10196	DUSP8_712	0.000	0.000	Undetermined	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	39	True
0	10196	DUSP8_712	0.000	0.000	Undetermined	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	39	True
0	10187	GALC	1.106	0.994	26.428	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10187	GALC	1.114	0.990	26.438	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10015	ALDH18A1	1.025	0.974	29.014	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	26	
0	10015	ALDH18A1	1.053	0.970	28.495	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	25	
0	10194	DUSP8_712	1.017	0.975	28.143	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	25	
0	10194	DUSP8_712	1.063	0.985	27.930	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	25	
0	10014	ALDH18A1	1.070	0.985	32.867	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	29	
0	10014	ALDH18A1	1.055	0.975	34.466	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	31	
0	10195	DUSP8_712	0.000	0.000	Undetermined	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	39	True
0	10195	DUSP8_712	0.921	0.970	30.058	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	27	
0	10013	ALDH18A1	0.000	0.000	Undetermined	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	39	True
0	10013	ALDH18A1	0.979	0.977	33.326	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	30	
0	10192	DUSP8_712	1.015	0.984	29.369	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	26	
0	10192	DUSP8_712	0.986	0.985	29.676	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	27	
0	10012	ALDH18A1	1.035	0.977	28.691	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	25	
0	10012	ALDH18A1	1.020	0.980	29.006	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	26	
0	10193	DUSP8_712	0.854	0.932	29.277	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	26	
0	10193	DUSP8_712	0.901	0.939	28.540	30.853	30.853	1.717	0.094	1.000	0.879	1.137	1.000	True	0.040	True	3	25	
0	10231	HPRT1	0.972	0.973	26.458	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10231	HPRT1	0.994	0.989	26.200	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10018	ALDH18A1	1.073	0.977	24.825	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	22	
0	10018	ALDH18A1	1.110	0.965	24.816	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	22	
0	10192	GALC	1.117	0.989	27.254	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10192	GALC	1.131	0.990	27.104	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10019	ALDH18A1	1.079	0.967	26.401	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	23	
0	10019	ALDH18A1	1.103	0.941	26.533	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	24	
0	10193	GALC	1.101	0.993	25.668	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	22	
0	10193	GALC	1.111	0.993	25.639	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	22	
0	10016	ALDH18A1	1.091	0.971	28.139	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	25	
0	10016	ALDH18A1	1.124	0.958	27.682	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	24	
0	10230	HPRT1	0.903	0.983	28.441	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10230	HPRT1	0.901	0.969	28.374	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10017	ALDH18A1	0.972	0.964	25.005	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	22	
0	10017	ALDH18A1	1.049	0.972	24.328	27.133	27.133	-2.358	0.069	1.000	0.910	1.099	1.000	True	0.040	True	3	21	
0	10191	GALC	1.148	0.985	27.857	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10191	GALC	1.145	0.978	27.896	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10235	HPRT1	0.830	0.954	34.532	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	31	
0	10235	HPRT1	0.942	0.986	26.329	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10196	GALC	1.125	0.980	35.050	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	32	
0	10196	GALC	1.138	0.988	33.775	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	31	
0	10236	HPRT1	0.920	0.929	27.989	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10236	HPRT1	0.000	0.000	Undetermined	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	39	True
0	10194	GALC	1.155	0.987	24.932	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	22	
0	10194	GALC	1.145	0.991	24.989	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	22	
0	10233	HPRT1	0.932	0.978	26.497	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	23	
0	10233	HPRT1	0.950	0.974	26.862	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10195	GALC	1.061	0.991	26.770	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10195	GALC	1.077	0.991	26.943	28.082	28.082	-1.295	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10234	HPRT1	0.976	0.957	27.206	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10234	HPRT1	0.984	0.859	26.560	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	22	
0	10135	PYCRL	0.000	0.000	Undetermined	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	39	True
0	10135	PYCRL	0.000	0.000	Undetermined	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	39	True
0	10136	PYCRL	1.272	0.990	29.664	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10136	PYCRL	1.271	0.990	30.067	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10137	PYCRL	0.000	0.000	Undetermined	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	39	True
0	10137	PYCRL	1.240	0.989	34.314	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	31	
0	10138	PYCRL	1.252	0.985	29.388	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10138	PYCRL	1.271	0.987	29.268	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10139	PYCRL	0.000	0.000	Undetermined	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	39	True
0	10139	PYCRL	0.000	0.000	Undetermined	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	39	True
0	10170	PYCRL	1.301	0.992	30.069	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10170	PYCRL	1.278	0.993	29.994	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10119	PYCR2	1.262	0.987	34.607	28.092	28.092	-1.363	0.071	1.000	0.907	1.102	1.000	True	0.084	True	3	30	
0	10119	PYCR2	1.250	0.982	34.777	28.092	28.092	-1.363	0.071	1.000	0.907	1.102	1.000	True	0.084	True	3	31	
0	10177	PYCRL	1.314	0.992	29.748	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10177	PYCRL	1.312	0.994	29.990	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10178	PYCRL	1.267	0.993	29.705	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10178	PYCRL	1.260	0.989	29.181	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10175	PYCRL	1.258	0.981	30.828	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	27	
0	10175	PYCRL	1.286	0.981	30.765	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	27	
0	10176	PYCRL	1.249	0.988	29.693	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10176	PYCRL	1.216	0.982	30.039	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	26	
0	10173	PYCRL	1.293	0.994	28.947	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10173	PYCRL	1.297	0.991	28.705	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10174	PYCRL	1.277	0.989	28.669	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10174	PYCRL	1.280	0.992	28.610	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	24	
0	10171	PYCRL	1.273	0.994	30.947	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	27	
0	10171	PYCRL	1.272	0.991	31.048	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	27	
0	10172	PYCRL	1.276	0.991	28.629	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10172	PYCRL	1.279	0.993	29.474	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10016	PRODH_933	0.684	0.788	33.313	32.874	32.874	4.341	0.146	1.000	0.818	1.223	1.000	True	0.040	True	3	29	
0	10016	PRODH_933	0.707	0.930	32.675	32.874	32.874	4.341	0.146	1.000	0.818	1.223	1.000	True	0.040	True	3	29	
0	10120	PYCR2	1.188	0.986	30.549	28.092	28.092	-1.363	0.071	1.000	0.907	1.102	1.000	True	0.084	True	3	26	
0	10120	PYCR2	1.279	0.993	28.965	28.092	28.092	-1.363	0.071	1.000	0.907	1.102	1.000	True	0.084	True	3	25	
0	10015	PRODH_933	0.785	0.890	35.798	32.874	32.874	4.341	0.146	1.000	0.818	1.223	1.000	True	0.040	True	3	32	
0	10015	PRODH_933	0.791	0.953	35.543	32.874	32.874	4.341	0.146	1.000	0.818	1.223	1.000	True	0.040	True	3	32	
0	10121	PYCR2	1.269	0.986	31.946	28.092	28.092	-1.363	0.071	1.000	0.907	1.102	1.000	True	0.084	True	3	28	
0	10121	PYCR2	1.269	0.986	32.249	28.092	28.092	-1.363	0.071	1.000	0.907	1.102	1.000	True	0.084	True	3	28	
0	10014	PRODH_933	0.000	0.000	Undetermined	32.874	32.874	4.341	0.146	1.000	0.818	1.223	1.000	True	0.040	True	3	39	True
0	10014	PRODH_933	0.000	0.000	Undetermined	32.874	32.874	4.341	0.146	1.000	0.818	1.223	1.000	True	0.040	True	3	39	True
0	10013	PRODH_933	0.000	0.000	Undetermined	32.874	32.874	4.341	0.146	1.000	0.818	1.223	1.000	True	0.040	True	3	39	True
0	10013	PRODH_933	0.000	0.000	Undetermined	32.874	32.874	4.341	0.146	1.000	0.818	1.223	1.000	True	0.040	True	3	39	True
0	10019	PRODH_933	0.719	0.811	34.556	32.874	32.874	4.341	0.146	1.000	0.818	1.223	1.000	True	0.040	True	3	31	
0	10019	PRODH_933	0.719	0.916	34.200	32.874	32.874	4.341	0.146	1.000	0.818	1.223	1.000	True	0.040	True	3	30	
0	10018	PRODH_933	0.674	0.847	30.682	32.874	32.874	4.341	0.146	1.000	0.818	1.223	1.000	True	0.040	True	3	26	
0	10018	PRODH_933	0.693	0.949	30.712	32.874	32.874	4.341	0.146	1.000	0.818	1.223	1.000	True	0.040	True	3	27	
0	10169	PYCRL	1.290	0.985	28.740	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10169	PYCRL	1.287	0.992	28.998	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	25	
0	10168	PYCRL	1.262	0.982	31.728	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	28	
0	10168	PYCRL	1.279	0.984	30.631	30.129	30.129	0.788	0.104	1.000	0.867	1.154	1.000	True	0.074	True	3	27	
